Author,Timestamp,Likes,Total_Replies,Comment_Content,Processed_Text,AI_Star_Rating,AI_Confidence,Sentiment_Score
@micahlevinnate3942,19:34,1,0,"Scripture strongly commands treating these ""aliens"" with deep respect, empathy, and justice. Key Biblical Principles on Aliens Love them as yourself: Leviticus 19:34 commands, ""The stranger who resides with you shall be to you as the native among you, and you shall love him as yourself."" Remember your history: Many verses (like Exodus 22:21) remind believers to treat foreigners well because the Israelites were once ""aliens in the land of Egypt."" Ensure justice: Deuteronomy 27:19 warns against withholding justice from the ""alien, the fatherless, or the widow."" The Pope agrees .....","Scripture strongly commands treating these ""aliens"" with deep respect, empathy, and justice. Key Biblical Principles on Aliens Love them as yourself: Leviticus 19:34 commands, ""The stranger who resides with you shall be to you as the native among you, and you shall love him as yourself."" Remember your history: Many verses (like Exodus 22:21) remind believers to treat foreigners well because the Israelites were once ""aliens in the land of Egypt."" Ensure justice: Deuteronomy 27:19 warns against withholding justice from the ""alien, the fatherless, or the widow."" The Pope agrees ..",5,0.4190051853656769,0.4190051853656769
@EelisWalking,2:45:15,0,0,2:45:15 Trump's reaction and facial expression to Joe's alien question is deeply troubling. He knows stuff and it isn't good.,2:45:15 Trump's reaction and facial expression to Joe's alien question is deeply troubling. He knows stuff and it isn't good.,2,0.48222962,-0.24111481
@ExperimentsOfThought,1:14:47,0,2,1:14:47 what I don’t get is mitigation. Why can’t we build nuclear reactors hundreds of feet underground that missiles can’t reach to protect against attack? If any threat of melt down occurs the plant is bombarded in deterrent material.,1:14:47 what I don’t get is mitigation. Why can’t we build nuclear reactors hundreds of feet underground that missiles can’t reach to protect against attack? If any threat of melt down occurs the plant is bombarded in deterrent material.,2,0.35865917801856995,-0.179329589
@shehanw9744,1:25:45,0,0,1:25:45 😂,1:25:45 face_with_tears_of_joy,1,0.34417974948883057,-0.344179749
@p.j.simpkins8324,10:52,0,0,10:52 Alvarez?,10:52 Alvarez?,1,0.38541144132614136,-0.385411441
@crazyleaf257,37:06:00,0,0,37:06 😢😢😢😢,37:06 crying_face crying_face crying_face crying_face,1,0.3869227170944214,-0.386922717
@lavorabroussard8651,14:16,0,1,"The name Donald means, ruler of the World."" In his role as Anti-Christ (Satan), Lucifer, Donald Trump and his ""fallen angels"" are controlling the Government. The ""Beast"" of Revelation is a Governmental System. Isaiah 14:16-18, ""They that see thee shall narrowly look upon thee, and consider thee, saying, Is this the man that made the earth to tremble, that did shake kingdoms; That made the world as a wilderness, and destroyed the cities thereof; that opened not the house of his prisoners? All the kings of the nations, even all of them, lie in glory, every one in his own house."" The Synagogue of Satan is the MAGA Cult. Satan is the only one of God's angels who is already condemned to destruction. The Prophet Isaiah (Michel de Nostredame);(1503-1566), usually Latinised as Nostradamus, was a French Astrologer, Apothecary, Physician, and reputed Seer, who is best known for his book Les Prophéties (published in 1555), a collection of 942 poetic quatrains allegedly predicting future events.","The name Donald means, ruler of the World."" In his role as Anti-Christ (Satan), Lucifer, Donald Trump and his ""fallen angels"" are controlling the Government. The ""Beast"" of Revelation is a Governmental System. Isaiah 14:16-18, ""They that see thee shall narrowly look upon thee, and consider thee, saying, Is this the man that made the earth to tremble, that did shake kingdoms; That made the world as a wilderness, and destroyed the cities thereof; that opened not the house of his prisoners? All the kings of the nations, even all of them, lie in glory, every one in his own house."" The Synagogue of Satan is the MAGA Cult. Satan is the only one of God's angels who is already condemned to destruction. The Prophet Isaiah (Michel de Nostredame);(1503-1566), usually Latinised as Nostradamus, was a French Astrologer, Apothecary, Physician, and reputed Seer, who is best known for his book Les Prophéties (published in 155), a collection of 942 poetic quatrains allegedly predicting future events.",4,0.29567816853523254,0.14783908426761627
@gazing1459,1:33:20,1,0,1:33:20 lol,1:33:20 lol,1,0.3199191987514496,-0.319919199
@てて-h9m,0:17,0,0,0:17,0:17,1,0.43627339601516724,-0.436273396
@James-y2c1o,24:47:00,0,0,24:47 exactly,24:47 exactly,5,0.3845497965812683,0.3845497965812683
@AmmarGamer11,2:15:10,5,0,2:15:10 this guy always does this hand movement 😂😂😂,2:15:10 this guy always does this hand movement face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,5,0.5520427227020264,0.5520427227020264
@Panchi688,2:16,0,0,2:16 Liberals be like: omg he said the N word he hates black people,2:16 Liberals be like: omg he said the N word he hates black people,1,0.49711936712265015,-0.497119367
@sander5457,22:55,0,0,"22:55 Bill Ruffin is the biggest fish ever in high stakes poker 😂 the average 50nl (0,25/0,50cent) online grinder will crush him in every aspect of the game. Funny to listen to this interview now. You can really listen and see how much bullshit Trump is talking. And Joe knows it, but never interrupts him. 😂 It's actually a pathetic ""interview""","22:55 Bill Ruffin is the biggest fish ever in high stakes poker face_with_tears_of_joy the average 50nl (0,25/0,50cent) online grinder will crush him in every aspect of the game. Funny to listen to this interview now. You can really listen and see how much bullshit Trump is talking. And Joe knows it, but never interrupts him. face_with_tears_of_joy It's actually a pathetic ""interview""",1,0.5423150062561035,-0.542315006
@theFrozen0ne,3:27,1,0,3:27 you did what now??!,3:27 you did what now??!,5,0.2773914039134979,0.2773914039134979
@YaNrr,28:20:00,1,0,28:20 this is still true,28:20 this is still true,5,0.5635362863540649,0.5635362863540649
@ObservantAMERICA,54:00:00,1,0,54:00:00,54:00:00,1,0.25256022810935974,-0.252560228
@KeshenMac,1:33:14,2,0,1:33:14 Tom Cruise catching strays regarding his height...,1:33:14 Tom Cruise catching strays regarding his height..,3,0.25125792622566223,0
@Jamess-tv,1:36:41,0,0,1:36:41 - continue 2:04:55,1:36:41 - continue 2:04:55,1,0.3969653844833374,-0.396965384
@Shuntarochishiya07,1:14:52,1,2,1:14:52 Why you even bringing up India? You don’t get it — India’s probably the last country that would ever use nukes out of all the nuclear nations!!!!!!!!,1:14:52 Why you even bringing up India? You don’t get it — India’s probably the last country that would ever use nukes out of all the nuclear nations!!,1,0.7268057465553284,-0.726805747
@TahoeDiaries,32:18:00,12,0,"32:18 ""Ill indemnify it"" LMAO I missed that the first watch","32:18 ""Ill indemnify it"" LMAO I missed that the first watch",1,0.632764995,-0.632764995
@adrianocnuladasilva32,1:55,0,0,1:55,1:55,5,0.22834211587905884,0.22834211587905884
@adrianocnuladasilva32,1:49,1,1,1:49,1:49,1,0.2338726818561554,-0.233872682
@385Nic,1:21:02,1,0,1:21:02 it’s crazy how the cartilage grew back. And how he changed the subject really quick.,1:21:02 it’s crazy how the cartilage grew back. And how he changed the subject really quick.,2,0.22768022119998932,-0.113840111
@arthurcruz6980,2:20:40,2,0,2:20:40 how this aged so well lol,2:20:40 how this aged so well lol,5,0.5302269458770752,0.5302269458770752
@adrianocnuladasilva32,1:45,0,0,1:45,1:45,1,0.3038153648376465,-0.303815365
@adrianocnuladasilva32,1:42,0,0,1:42,1:42,1,0.2268775850534439,-0.226877585
@bottomlesshippopotamus5923,1:04:52,0,0,1:04:52 take the forest.... Like God intended.,1:04:52 take the forest.. Like God intended.,5,0.47040826082229614,0.47040826082229614
@bottomlesshippopotamus5923,1:04:01,0,0,1:04:01 more stupid lies from the so called pres,1:04:01 more stupid lies from the so called pres,1,0.5453669428825378,-0.545366943
@bottomlesshippopotamus5923,37:42:00,1,2,"37:42 more lies, cops in general do not lose their house or even their pension, EVEN WHEN THEY SHOULD!","37:42 more lies, cops in general do not lose their house or even their pension, EVEN WHEN THEY SHOULD!",1,0.40100449323654175,-0.401004493
@bottomlesshippopotamus5923,36:36:00,0,0,Trump 36:36 lies about if cops could draw their guns... Totally full of shit absolutely lies.,Trump 36:36 lies about if cops could draw their guns.. Totally full of shit absolutely lies.,1,0.9138891696929932,-0.91388917
@AVGWEENER,58:40:00,1,1,58:40 as a San Franciscan seeing the streets cleaned up and homeless people essentially relocated for APEC was infuriating,58:40 as a San Franciscan seeing the streets cleaned up and homeless people essentially relocated for APEC was infuriating,1,0.4374684989452362,-0.437468499
@adrianocnuladasilva32,1:38,0,0,1:38,1:38,1,0.2312641590833664,-0.231264159
@adrianocnuladasilva32,1:35,0,0,1:35,1:35,3,0.2165716588497162,0
@PeelerG20,3:47,0,6,"3:47 in and already several lies from Joe and Donald. I can’t believe you all swallow up this bullshit. For the record, The Dems and Republicans are all the same bullshit.","3:47 in and already several lies from Joe and Donald. I can’t believe you all swallow up this bullshit. For the record, The Dems and Republicans are all the same bullshit.",1,0.6799238920211792,-0.679923892
@adrianocnuladasilva32,1:30,0,0,1:30,1:30,1,0.3636394143104553,-0.363639414
@adrianocnuladasilva32,1:27,0,0,1:27,1:27,1,0.25821059942245483,-0.258210599
@GOSTDatingandLifestyle,22:42,2,0,22:42 John Bolton is an idiot,22:42 John Bolton is an idiot,5,0.27259132266044617,0.27259132266044617
@Njake1390,20:15,1,1,Cool. I stopped listening 20:15. Thank you President Trump and Joe Rogan,Cool. I stopped listening 20:15. Thank you President Trump and Joe Rogan,5,0.3478471040725708,0.3478471040725708
@lostangeleschronicles,2:05,1,5,"2:05 Trump is healthy? He is obese, I wouldn't say he's healthy. I also suspect him of using cocaine.","2:05 Trump is healthy? He is obese, I wouldn't say he's healthy. I also suspect him of using cocaine.",1,0.49715736508369446,-0.497157365
@adrianocnuladasilva32,1:24,0,0,1:24,1:24,1,0.2672702670097351,-0.267270267
@adrianocnuladasilva32,1:20,0,0,1:20,1:20,1,0.2990415096282959,-0.29904151
@adrianocnuladasilva32,1:19,0,0,1:19,1:19,1,0.26167526841163635,-0.261675268
@annaschamber252,31:42:00,0,0,@31:42 end up in the wilderness 😂,@31:42 end up in the wilderness face_with_tears_of_joy,5,0.493361235,0.493361235
@adrianocnuladasilva32,1:16,1,0,1:16,1:16,1,0.23071278631687164,-0.230712786
@adrianocnuladasilva32,1:13,1,0,1:13,1:13,1,0.22478580474853516,-0.224785805
@sukhrobkudratov,10:54,0,0,is he talking about khabib? 10:54,is he talking about khabib? 10:54,1,0.3772841989994049,-0.377284199
@may-nu2lv,35:13:00,0,0,😂😂😂 35:13,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy 35:13,5,0.2712988555431366,0.2712988555431366
@GMAbhigya,27:58:00,0,0,27:58:00,27:58:00,3,0.2567623257637024,0
@GMAbhigya,22:05,0,0,22:05,22:05,1,0.3515656888484955,-0.351565689
@GMAbhigya,2:37,0,0,2:37,2:37,3,0.24449463188648224,0
@adrianocnuladasilva32,1:04,0,0,1:04,1:04,1,0.26490211486816406,-0.264902115
@adrianocnuladasilva32,1:00,1,0,1:00,1:00,1,0.40020623803138733,-0.400206238
@adrianocnuladasilva32,0:46,0,0,0:46,0:46,1,0.4217541813850403,-0.421754181
@adrianocnuladasilva32,0:41,0,0,0:41,0:41,1,0.4367598593235016,-0.436759859
@liamhenderson3753,32:21:00,0,0,"32:21 haha, legit","32:21 haha, legit",5,0.22907184064388275,0.22907184064388275
@Odigo_ost,26:26:00,5,3,"26:26 - ""fairy tale"" about tariffs... who can explain to me how China is actually 'paying' tariffs? When I receive goods from China, UPS charges ME additional taxes and duties on top of the actual product cost. China have the same price for products all over the world and it's the buyer's responsibility to pay import taxes, so Trump makes American people pay more and talks nonsense about how all the world is paying tariffs – what nonsense, who is buying this? In this situation, either he is an idiot, or he thinks American people are all idiots.","26:26 - ""fairy tale"" about tariffs.. who can explain to me how China is actually 'paying' tariffs? When I receive goods from China, UPS charges ME additional taxes and duties on top of the actual product cost. China have the same price for products all over the world and it's the buyer's responsibility to pay import taxes, so Trump makes American people pay more and talks nonsense about how all the world is paying tariffs – what nonsense, who is buying this? In this situation, either he is an idiot, or he thinks American people are all idiots.",1,0.5023958086967468,-0.502395809
@jajajagtfo5208,1:45:33,0,0,"1:45:33 ""i said oooo"" that should be a meme, its great","1:45:33 ""i said oo"" that should be a meme, its great",3,0.2323678582906723,0
@g2a1e11,15:27,0,0,❤😂🎉😢😮😅😊😅😮😢🎉😂😂❤😂😂🎉😢😢😮😮😅😅😊😊😊😅😅😮😮😢😢🎉🎉😂😂❤❤❤😂🎉😢😮 15:27 15:27 15:28 15:28 15:28 15:28,red_heart face_with_tears_of_joy party_popper crying_face face_with_open_mouth grinning_face_with_sweat smiling_face_with_smiling_eyes grinning_face_with_sweat face_with_open_mouth crying_face party_popper face_with_tears_of_joy face_with_tears_of_joy red_heart face_with_tears_of_joy face_with_tears_of_joy party_popper crying_face crying_face face_with_open_mouth face_with_open_mouth grinning_face_with_sweat grinning_face_with_sweat smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes grinning_face_with_sweat grinning_face_with_sweat face_with_open_mouth face_with_open_mouth crying_face crying_face party_popper party_popper face_with_tears_of_joy face_with_tears_of_joy red_heart red_heart red_heart face_with_tears_of_joy party_popper crying_face face_with_open_mouth 15:27 15:27 15:28 15:28 15:28 15:28,1,0.31349289417266846,-0.313492894
@artavian2459,59:52:00,2,0,59:52 Joe was flattered lmao,59:52 Joe was flattered lmao,1,0.3624052405357361,-0.362405241
@orgalia,2:47:10,0,0,2:47:10 MARS,2:47:10 MARS,1,0.3640162944793701,-0.364016294
@orgalia,2:45:15,0,0,2:45:15 “… the people coming from space” That’s an unusual turn of phrase. he’s dropping so many hints …,2:45:15 “… the people coming from space” That’s an unusual turn of phrase. he’s dropping so many hints …,2,0.29087209701538086,-0.145436049
@Rooster1997-w1c,22:03,0,0,The biggest beef stake 22:03,The biggest beef stake 22:03,1,0.5202044248580933,-0.520204425
@Vool2go,1:13:38,0,0,1:13:38 GuGG,1:13:38 GuGG,1,0.34692510962486267,-0.34692511
@Vool2go,36:41:00,0,0,lol 36:41 ok don't have guns!,lol 36:41 ok don't have guns!,5,0.287694514,0.287694514
@Technowise_,1:39:16,1,0,1:39:16 cold,1:39:16 cold,1,0.2747971713542938,-0.274797171
@Mr_Eddie117,2:05:51,1,0,2:05:51 Trump turned into Captain America for a sec.,2:05:51 Trump turned into Captain America for a sec.,1,0.35174137353897095,-0.351741374
@Drew03_,1:52:33,1,0,1:52:33 people forget man,1:52:33 people forget man,1,0.5295292139053345,-0.529529214
@TheChamber1,1:25:56,1,0,1:25:56 Some day Vladimir Putin will tell you… Vladimir Putin 8/18/25: I can confirm that if President Trump were president the war would’ve never happened I can confirm it…,1:25:56 Some day Vladimir Putin will tell you… Vladimir Putin 8/18/25: I can confirm that if President Trump were president the war would’ve never happened I can confirm it…,1,0.37790489196777344,-0.377904892
@monkeyballs2342,39:27:00,0,0,@39:27 “I came up with this” fucking gold peak podcast,@39:27 “I came up with this” fucking gold peak podcast,5,0.591989279,0.591989279
@Darin-mm9li,1:00:52,0,0,"1:00:52 our president just said that canada ""has more water than they could ever use"" if that is the case..... WHY IS IT BURNINGGGGGG WHY ARENT THEY USING THE WATERRRRR MAYBE ITS TOO HOT OUTSIDE AND ALL THE PLANTS ARE DYINGGGGGG FUCK","1:00:52 our president just said that canada ""has more water than they could ever use"" if that is the case.. WHY IS IT BURNINGG WHY ARENT THEY USING THE WATERR MAYBE ITS TOO HOT OUTSIDE AND ALL THE PLANTS ARE DYINGG FUCK",1,0.6809186339378357,-0.680918634
@Sotica1324,3:24,1,1,3:24,3:24,3,0.33612626791000366,0
@mysteriousegg389,1:04,0,0,"1:04 controlled burns, the indians used to do it. Some states still do it but not everyone does.","1:04 controlled burns, the indians used to do it. Some states still do it but not everyone does.",3,0.27514252066612244,0
@EelisWalking,2:45:15,0,0,2:45:15 Trump's reaction and facial expression to Joe's alien question is deeply troubling. He knows stuff and it isn't good,2:45:15 Trump's reaction and facial expression to Joe's alien question is deeply troubling. He knows stuff and it isn't good,2,0.4642469882965088,-0.232123494
@AubrieC-u3v,38:38:00,3,0,38:38 Trump just farted😭🙏🏻,38:38 Trump just farted loudly_crying_face folded_hands_light_skin_tone,1,0.6029810905456543,-0.602981091
@RANCHES_up,1:04:21,1,0,1:04:21,1:04:21,1,0.2702472507953644,-0.270247251
@JayDuran-e5h,1:28:19,0,0,Okay. 1:28:19 but what about the nights for Knights? And quack? 1:28:35,Okay. 1:28:19 but what about the nights for Knights? And quack? 1:28:35,3,0.816635251,0
@JayDuran-e5h,1:28:00,0,0,Welcome to skull and bones 1:28:00,Welcome to skull and bones 1:28:00,5,0.526237965,0.526237965
@JayDuran-e5h,1:25:55,0,0,Pussy riot and putin didn't really know there was a riot...that is why i shit talk a little... 1:25:55,Pussy riot and putin didn't really know there was a riot..that is why i shit talk a little.. 1:25:55,1,0.522040606,-0.522040606
@jackiekennedy4902,2:58:49,7,0,Joe getting conned by a conman for 2:58:49.,Joe getting conned by a conman for 2:58:49.,1,0.24614067375659943,-0.246140674
@Josh0507,16:01,0,1,16:01 yup 3rd parties never work,16:01 yup 3rd parties never work,1,0.8026024103164673,-0.80260241
@Josh0507,15:11,2,3,15:11 I love Trump man,15:11 I love Trump man,5,0.6536846160888672,0.6536846160888672
@Josh0507,13:13,0,0,13:13 so cool,13:13 so cool,5,0.5943081378936768,0.5943081378936768
@SulphuricGyo,1:03:45,0,0,1:03:45,1:03:45,1,0.3051828145980835,-0.305182815
@Rottgi,6:23,1,0,"God gave his holy law the 10 commandments. Sinning means breaking his law; all have sinned, and if you do not get saved, you will be guilty on judgment day and go to hell for your sins. Sin has a price, we are paid in death for sin. ""For the wages of sin is death; but the gift of God is eternal life through Jesus Christ our Lord."" -Romans 6:23 KJV The Lord Jesus Christ never sinned but suffered and died for our sins on the cross, was buried, and rose from the dead the third day, so that once we believe on him and call upon his name, our sins are cleansed through his blood so that we will be innocent on judgment day through him and go to heaven and not hell for our sins. ""For God so loved the world, that he gave his only begotten Son, that whosoever believeth in him should not perish, but have everlasting life."" -John 3:16 KJV ""That if thou shalt confess with thy mouth the Lord Jesus, and shalt believe in thine heart that God hath raised him from the dead, thou shalt be saved."" -Romans 10:9 KJV ""For whosoever shall call upon the name of the Lord shall be saved."" -Romans 10:13 KJV","God gave his holy law the 10 commandments. Sinning means breaking his law; all have sinned, and if you do not get saved, you will be guilty on judgment day and go to hell for your sins. Sin has a price, we are paid in death for sin. ""For the wages of sin is death; but the gift of God is eternal life through Jesus Christ our Lord."" -Romans 6:23 KJV The Lord Jesus Christ never sinned but suffered and died for our sins on the cross, was buried, and rose from the dead the third day, so that once we believe on him and call upon his name, our sins are cleansed through his blood so that we will be innocent on judgment day through him and go to heaven and not hell for our sins. ""For God so loved the world, that he gave his only begotten Son, that whosoever believeth in him should not perish, but have everlasting life."" -John 3:16 KJV ""That if thou shalt confess with thy mouth the Lord Jesus, and shalt believe in thine heart that God hath raised him from the dead, thou shalt be saved."" -Romans 10:9 KJV ""For whosoever shall call upon the name of the Lord shall be saved."" -Romans 10:13 KJV",5,0.6666294932365417,0.6666294932365417
@StrangeChickandPuppo,1:20:32,3,0,01:20:32 where they talk about his ear,01:20:32 where they talk about his ear,1,0.33523550629615784,-0.335235506
@serjackson2586,1:07:50,0,0,"This interview was awesome and I can get behind so many things Trump said. But he lost me at 1:07:50. Windmills bad, Oil good. Definitely has big oil companies supporting his campaign. Not saying Trump is bad for that, you gotta play the game to win. I just hope for a day when big corporations don’t affect politics. I’m probably naive though because it’s been like that since ancient times","This interview was awesome and I can get behind so many things Trump said. But he lost me at 1:07:50. Windmills bad, Oil good. Definitely has big oil companies supporting his campaign. Not saying Trump is bad for that, you gotta play the game to win. I just hope for a day when big corporations don’t affect politics. I’m probably naive though because it’s been like that since ancient times",2,0.2965793311595917,-0.148289666
@goldenchild1036,45:10:00,0,0,Not a Kamala person but maybe kabib . 45:10 🤔 interesting,Not a Kamala person but maybe kabib . 45:10 thinking_face interesting,3,0.47679781913757324,0
@TheBearGrappler,2:55:59,3,12,"2:55:59 - ""all you have to do to them is charge them tariffs"" <--and there you have it.","2:55:59 - ""all you have to do to them is charge them tariffs"" <--and there you have it.",5,0.2344837188720703,0.2344837188720703
@NikhilSharma-gd8hm,44:41:00,1,0,44:41:00,44:41:00,4,0.23330411314964294,0.11665205657482147
@shadowstack,2:45:22,0,0,"2:45:22 - Trump said they've told him ""a lot"" regarding UAPs, then Joe seemingly shuts down the idea of living species on Mars at 2:47:00","2:45:22 - Trump said they've told him ""a lot"" regarding UAPs, then Joe seemingly shuts down the idea of living species on Mars at 2:47:00",1,0.47976821660995483,-0.479768217
@monicav.704,2:30:26,0,0,"2:30:26 what fudging food stamps Joe Rogan? For the last time: If you're talking about undocumented immigrants ""from parts unknown"" THEY DON'T QUALIFY FOR FEDERAL AID 📢📢📢. Also yes an amnesty, with that you get a social security number, you get permission to work, you (continue to) pay taxes into the system, and the government gets all your information. Is that really so bad?","2:30:26 what fudging food stamps Joe Rogan? For the last time: If you're talking about undocumented immigrants ""from parts unknown"" THEY DON'T QUALIFY FOR FEDERAL AID loudspeaker loudspeaker loudspeaker . Also yes an amnesty, with that you get a social security number, you get permission to work, you (continue to) pay taxes into the system, and the government gets all your information. Is that really so bad?",1,0.7897531390190125,-0.789753139
@vooicu2,42:51:00,3,2,42:51 well,42:51 well,3,0.24080383777618408,0
@thebiscuitplays1639,1:31:18,1,0,1:31:18,1:31:18,1,0.27960824966430664,-0.27960825
@C4PTAIN-m4z,2:15:29,1,0,2:15:29 😂,2:15:29 face_with_tears_of_joy,1,0.3017091453075409,-0.301709145
@manumallik994,56:00:00,1,0,56:00:00,56:00:00,1,0.27835267782211304,-0.278352678
